COOKIE;Date;Time;Click_order;Webpage
1733a98ef98ca3b09c0061d45b9bdf8b;1997-10-17;11:40:17;7;end_session
1750bc84ac49799bbd6c3a9f8017672d;1998-12-05;11:13:58;0;start_session
1750bc84ac49799bbd6c3a9f8017672d;1998-12-05;11:13:58;1;logpost
1750bc84ac49799bbd6c3a9f8017672d;1998-12-05;11:14:08;2;cart
1750bc84ac49799bbd6c3a9f8017672d;1998-12-05;11:19:15;3;product
1750bc84ac49799bbd6c3a9f8017672d;1998-12-05;11:19:20;4;catalog
1750bc84ac49799bbd6c3a9f8017672d;1998-12-05;11:19:26;5;program
1750bc84ac49799bbd6c3a9f8017672d;1998-12-05;11:19:34;6;product
1750bc84ac49799bbd6c3a9f8017672d;1998-12-05;11:19:47;7;addcart
1750bc84ac49799bbd6c3a9f8017672d;1998-12-05;11:19:55;8;freeze
1750bc84ac49799bbd6c3a9f8017672d;1998-12-05;11:20:16;9;pay_req
1750bc84ac49799bbd6c3a9f8017672d;1998-12-05;11:22:07;10;pay_res
1750bc84ac49799bbd6c3a9f8017672d;1998-12-05;11:22:21;11;shelf
1750bc84ac49799bbd6c3a9f8017672d;1998-12-05;11:22:39;12;download
1750bc84ac49799bbd6c3a9f8017672d;1998-12-05;11:28:09;13;download
1750bc84ac49799bbd6c3a9f8017672d;1998-12-05;11:51:04;14;download
1750bc84ac49799bbd6c3a9f8017672d;1998-12-05;11:51:04;15;end_session
175e1470261e4891028b4b58e83cbe09;1998-11-05;14:06:41;0;start_session
175e1470261e4891028b4b58e83cbe09;1998-11-05;14:06:41;1;home
175e1470261e4891028b4b58e83cbe09;1998-11-05;14:06:47;2;program
175e1470261e4891028b4b58e83cbe09;1998-11-05;14:06:53;3;product
175e1470261e4891028b4b58e83cbe09;1998-11-05;14:12:05;4;product
175e1470261e4891028b4b58e83cbe09;1998-11-05;14:12:22;5;product
175e1470261e4891028b4b58e83cbe09;1998-11-05;14:12:58;6;product
175e1470261e4891028b4b58e83cbe09;1998-11-05;14:20:22;7;product
175e1470261e4891028b4b58e83cbe09;1998-11-05;14:20:32;8;product
175e1470261e4891028b4b58e83cbe09;1998-11-05;15:13:39;9;home
175e1470261e4891028b4b58e83cbe09;1998-11-05;15:13:44;10;login
175e1470261e4891028b4b58e83cbe09;1998-11-05;15:14:01;11;logpost
175e1470261e4891028b4b58e83cbe09;1998-11-05;15:14:03;12;shelf
175e1470261e4891028b4b58e83cbe09;1998-11-05;15:14:03;13;end_session
176f9fdf3e964ae59b6cd9b956838a4a;1999-03-14;23:34:43;0;start_session
176f9fdf3e964ae59b6cd9b956838a4a;1999-03-14;23:34:43;1;program
176f9fdf3e964ae59b6cd9b956838a4a;1999-03-14;23:57:02;2;product
176f9fdf3e964ae59b6cd9b956838a4a;1999-03-15;00:06:57;3;program
176f9fdf3e964ae59b6cd9b956838a4a;1999-03-15;00:07:44;4;product
176f9fdf3e964ae59b6cd9b956838a4a;1999-03-15;00:38:01;5;p_info
176f9fdf3e964ae59b6cd9b956838a4a;1999-03-15;00:43:07;6;product
176f9fdf3e964ae59b6cd9b956838a4a;1999-03-15;00:43:07;7;end_session
180238aeeb78c43297fac12f8b21fd47;1999-06-09;09:38:43;0;start_session
180238aeeb78c43297fac12f8b21fd47;1999-06-09;09:38:43;1;catalog
180238aeeb78c43297fac12f8b21fd47;1999-06-09;09:38:51;2;program
180238aeeb78c43297fac12f8b21fd47;1999-06-09;09:38:59;3;product
180238aeeb78c43297fac12f8b21fd47;1999-06-09;09:39:07;4;login
180238aeeb78c43297fac12f8b21fd47;1999-06-09;09:39:10;5;logout
180238aeeb78c43297fac12f8b21fd47;1999-06-09;10:04:57;6;catalog
180238aeeb78c43297fac12f8b21fd47;1999-06-09;10:05:20;7;program
180238aeeb78c43297fac12f8b21fd47;1999-06-09;10:05:24;8;product
180238aeeb78c43297fac12f8b21fd47;1999-06-09;10:34:43;9;login
180238aeeb78c43297fac12f8b21fd47;1999-06-09;10:35:02;10;logpost
180238aeeb78c43297fac12f8b21fd47;1999-06-09;10:35:49;11;charge
180238aeeb78c43297fac12f8b21fd47;1999-06-09;10:36:00;12;addcart
180238aeeb78c43297fac12f8b21fd47;1999-06-09;10:36:06;13;freeze
180238aeeb78c43297fac12f8b21fd47;1999-06-09;10:38:59;14;pay_req
180238aeeb78c43297fac12f8b21fd47;1999-06-09;10:40:12;15;pay_res
180238aeeb78c43297fac12f8b21fd47;1999-06-09;10:40:26;16;login
180238aeeb78c43297fac12f8b21fd47;1999-06-09;10:40:29;17;logout
180238aeeb78c43297fac12f8b21fd47;1999-06-09;10:40:29;18;end_session
180d9faafe85887bce92bb0c61495598;1998-06-25;10:48:20;0;start_session
180d9faafe85887bce92bb0c61495598;1998-06-25;10:48:20;1;home
180d9faafe85887bce92bb0c61495598;1998-06-25;10:48:48;2;product
180d9faafe85887bce92bb0c61495598;1998-06-25;11:20:55;3;home
180d9faafe85887bce92bb0c61495598;1998-06-25;11:22:25;4;catalog
180d9faafe85887bce92bb0c61495598;1998-06-25;11:23:11;5;program
180d9faafe85887bce92bb0c61495598;1998-06-25;11:23:19;6;product
180d9faafe85887bce92bb0c61495598;1998-06-25;11:23:34;7;addcart
180d9faafe85887bce92bb0c61495598;1998-06-25;11:23:40;8;addcart
180d9faafe85887bce92bb0c61495598;1998-06-25;11:26:49;9;catalog
180d9faafe85887bce92bb0c61495598;1998-06-25;11:27:02;10;program
180d9faafe85887bce92bb0c61495598;1998-06-25;11:27:08;11;product
180d9faafe85887bce92bb0c61495598;1998-06-25;11:27:21;12;addcart
180d9faafe85887bce92bb0c61495598;1998-06-25;11:27:37;13;login
180d9faafe85887bce92bb0c61495598;1998-06-25;11:27:45;14;logpost
180d9faafe85887bce92bb0c61495598;1998-06-25;11:27:50;15;cart
180d9faafe85887bce92bb0c61495598;1998-06-25;11:27:58;16;modifycart
180d9faafe85887bce92bb0c61495598;1998-06-25;11:29:01;17;catalog
180d9faafe85887bce92bb0c61495598;1998-06-25;11:29:11;18;program
180d9faafe85887bce92bb0c61495598;1998-06-25;11:29:21;19;product
180d9faafe85887bce92bb0c61495598;1998-06-25;11:29:29;20;addcart
180d9faafe85887bce92bb0c61495598;1998-06-25;11:30:42;21;freeze
180d9faafe85887bce92bb0c61495598;1998-06-25;11:30:46;22;modifycart
180d9faafe85887bce92bb0c61495598;1998-06-25;11:30:59;23;catalog
180d9faafe85887bce92bb0c61495598;1998-06-25;11:31:19;24;program
180d9faafe85887bce92bb0c61495598;1998-06-25;11:31:27;25;product
180d9faafe85887bce92bb0c61495598;1998-06-25;11:32:32;26;addcart
180d9faafe85887bce92bb0c61495598;1998-06-25;11:34:10;27;shelf
180d9faafe85887bce92bb0c61495598;1998-06-25;11:34:10;28;end_session
18acab2ce808b150bc9ca551ace02a16;1998-06-23;15:53:38;0;start_session
18acab2ce808b150bc9ca551ace02a16;1998-06-23;15:53:38;1;pay_req
18acab2ce808b150bc9ca551ace02a16;1998-06-23;15:56:36;2;login
18acab2ce808b150bc9ca551ace02a16;1998-06-23;16:25:52;3;logpost
18acab2ce808b150bc9ca551ace02a16;1998-06-23;16:27:15;4;catalog
18acab2ce808b150bc9ca551ace02a16;1998-06-23;16:27:29;5;program
18acab2ce808b150bc9ca551ace02a16;1998-06-23;16:27:37;6;product
18acab2ce808b150bc9ca551ace02a16;1998-06-23;16:27:50;7;addcart
18acab2ce808b150bc9ca551ace02a16;1998-06-23;16:27:58;8;freeze
18acab2ce808b150bc9ca551ace02a16;1998-06-23;16:28:15;9;xfreeze
18acab2ce808b150bc9ca551ace02a16;1998-06-23;16:28:27;10;pay_req
18acab2ce808b150bc9ca551ace02a16;1998-06-23;16:28:27;11;end_session
18b0135580bd6a65e7c609d2aae21e00;1998-06-04;10:36:30;0;start_session
18b0135580bd6a65e7c609d2aae21e00;1998-06-04;10:36:30;1;product
18b0135580bd6a65e7c609d2aae21e00;1998-06-04;10:39:07;2;addcart
18b0135580bd6a65e7c609d2aae21e00;1998-06-04;10:39:36;3;freeze
18b0135580bd6a65e7c609d2aae21e00;1998-06-04;11:02:46;4;register
18b0135580bd6a65e7c609d2aae21e00;1998-06-04;11:11:43;5;regpost
18b0135580bd6a65e7c609d2aae21e00;1998-06-04;11:13:42;6;cart
18b0135580bd6a65e7c609d2aae21e00;1998-06-04;11:14:08;7;freeze
18b0135580bd6a65e7c609d2aae21e00;1998-06-04;11:14:44;8;pay_req
18b0135580bd6a65e7c609d2aae21e00;1998-06-04;11:14:44;9;end_session
18d57256c77dd65abaeaaf9f26e31dc7;1997-11-19;13:16:24;0;start_session
18d57256c77dd65abaeaaf9f26e31dc7;1997-11-19;13:16:24;1;product
18d57256c77dd65abaeaaf9f26e31dc7;1997-11-19;14:13:44;2;login
18d57256c77dd65abaeaaf9f26e31dc7;1997-11-19;14:16:19;3;logpost
18d57256c77dd65abaeaaf9f26e31dc7;1997-11-19;14:16:27;4;program
18d57256c77dd65abaeaaf9f26e31dc7;1997-11-19;14:18:44;5;product
18d57256c77dd65abaeaaf9f26e31dc7;1997-11-19;14:21:56;6;addcart
18d57256c77dd65abaeaaf9f26e31dc7;1997-11-19;14:22:40;7;freeze
18d57256c77dd65abaeaaf9f26e31dc7;1997-11-19;14:22:40;8;end_session
192e2de04ab8dfcab7580867289c52ed;1998-06-25;09:42:42;0;start_session
192e2de04ab8dfcab7580867289c52ed;1998-06-25;09:42:42;1;product
192e2de04ab8dfcab7580867289c52ed;1998-06-25;09:52:49;2;product
192e2de04ab8dfcab7580867289c52ed;1998-06-25;09:54:24;3;login
192e2de04ab8dfcab7580867289c52ed;1998-06-25;09:54:49;4;logpost
192e2de04ab8dfcab7580867289c52ed;1998-06-25;09:55:12;5;cart
192e2de04ab8dfcab7580867289c52ed;1998-06-25;09:55:37;6;shelf
192e2de04ab8dfcab7580867289c52ed;1998-06-25;09:55:59;7;catalog
192e2de04ab8dfcab7580867289c52ed;1998-06-25;09:56:15;8;program
192e2de04ab8dfcab7580867289c52ed;1998-06-25;09:56:48;9;product
192e2de04ab8dfcab7580867289c52ed;1998-06-25;09:58:23;10;addcart
192e2de04ab8dfcab7580867289c52ed;1998-06-25;09:58:57;11;freeze
192e2de04ab8dfcab7580867289c52ed;1998-06-25;09:59:20;12;pay_req
192e2de04ab8dfcab7580867289c52ed;1998-06-25;10:03:33;13;pay_res
192e2de04ab8dfcab7580867289c52ed;1998-06-25;10:04:30;14;shelf
192e2de04ab8dfcab7580867289c52ed;1998-06-25;10:05:47;15;download
192e2de04ab8dfcab7580867289c52ed;1998-06-25;10:20:16;16;download
192e2de04ab8dfcab7580867289c52ed;1998-06-25;10:20:16;17;end_session
1976bd5113a26e012aebf2509b646c4a;1998-01-22;13:05:01;0;start_session
1976bd5113a26e012aebf2509b646c4a;1998-01-22;13:05:01;1;program
1976bd5113a26e012aebf2509b646c4a;1998-01-22;13:06:19;2;product
1976bd5113a26e012aebf2509b646c4a;1998-01-22;13:07:15;3;register
1976bd5113a26e012aebf2509b646c4a;1998-01-22;13:08:48;4;regpost
1976bd5113a26e012aebf2509b646c4a;1998-01-22;13:09:03;5;shelf
1976bd5113a26e012aebf2509b646c4a;1998-01-22;13:41:27;6;news
1976bd5113a26e012aebf2509b646c4a;1998-01-22;13:42:02;7;catalog
1976bd5113a26e012aebf2509b646c4a;1998-01-22;13:42:22;8;program
1976bd5113a26e012aebf2509b646c4a;1998-01-22;13:43:36;9;product
1976bd5113a26e012aebf2509b646c4a;1998-01-22;13:43:36;10;end_session
19894157c5cd2a32c69904f6bb5f0877;1998-11-22;13:00:19;0;start_session
19894157c5cd2a32c69904f6bb5f0877;1998-11-22;13:00:19;1;logpost
19894157c5cd2a32c69904f6bb5f0877;1998-11-22;13:02:21;2;catalog
19894157c5cd2a32c69904f6bb5f0877;1998-11-22;13:03:00;3;program
19894157c5cd2a32c69904f6bb5f0877;1998-11-22;13:03:50;4;product
19894157c5cd2a32c69904f6bb5f0877;1998-11-22;13:05:26;5;addcart
19894157c5cd2a32c69904f6bb5f0877;1998-11-22;13:06:59;6;freeze
19894157c5cd2a32c69904f6bb5f0877;1998-11-22;13:10:34;7;pay_req
19894157c5cd2a32c69904f6bb5f0877;1998-11-22;13:31:21;8;pay_res
19894157c5cd2a32c69904f6bb5f0877;1998-11-22;13:33:13;9;shelf
19894157c5cd2a32c69904f6bb5f0877;1998-11-22;13:34:50;10;download
19894157c5cd2a32c69904f6bb5f0877;1998-11-22;13:34:50;11;end_session
199f1d8291f910b091532bed89e4fde4;1998-04-17;13:05:05;0;start_session
199f1d8291f910b091532bed89e4fde4;1998-04-17;13:05:05;1;home
199f1d8291f910b091532bed89e4fde4;1998-04-17;13:17:19;2;program
199f1d8291f910b091532bed89e4fde4;1998-04-17;13:18:17;3;program
199f1d8291f910b091532bed89e4fde4;1998-04-17;13:18:24;4;product
199f1d8291f910b091532bed89e4fde4;1998-04-17;13:19:54;5;p_info
199f1d8291f910b091532bed89e4fde4;1998-04-17;13:22:47;6;product
199f1d8291f910b091532bed89e4fde4;1998-04-17;13:23:59;7;product
199f1d8291f910b091532bed89e4fde4;1998-04-17;13:24:19;8;p_info
199f1d8291f910b091532bed89e4fde4;1998-04-17;13:24:28;9;p_info
199f1d8291f910b091532bed89e4fde4;1998-04-17;13:24:47;10;p_info
199f1d8291f910b091532bed89e4fde4;1998-04-17;13:29:36;11;program
199f1d8291f910b091532bed89e4fde4;1998-04-17;13:29:40;12;product
199f1d8291f910b091532bed89e4fde4;1998-04-17;13:29:47;13;p_info
199f1d8291f910b091532bed89e4fde4;1998-04-17;13:30:03;14;product
199f1d8291f910b091532bed89e4fde4;1998-04-17;13:36:56;15;p_info
199f1d8291f910b091532bed89e4fde4;1998-04-17;13:42:07;16;home
199f1d8291f910b091532bed89e4fde4;1998-04-17;13:42:19;17;program
199f1d8291f910b091532bed89e4fde4;1998-04-17;13:42:25;18;product
199f1d8291f910b091532bed89e4fde4;1998-04-17;13:42:42;19;p_info
199f1d8291f910b091532bed89e4fde4;1998-04-17;13:44:01;20;p_info
199f1d8291f910b091532bed89e4fde4;1998-04-17;13:44:20;21;product
199f1d8291f910b091532bed89e4fde4;1998-04-17;13:44:42;22;catalog
199f1d8291f910b091532bed89e4fde4;1998-04-17;13:45:04;23;program
199f1d8291f910b091532bed89e4fde4;1998-04-17;13:45:12;24;product
199f1d8291f910b091532bed89e4fde4;1998-04-17;13:45:25;25;p_info
199f1d8291f910b091532bed89e4fde4;1998-04-17;13:50:38;26;p_info
199f1d8291f910b091532bed89e4fde4;1998-04-17;13:50:52;27;product
199f1d8291f910b091532bed89e4fde4;1998-04-17;13:50:59;28;program
199f1d8291f910b091532bed89e4fde4;1998-04-17;13:51:07;29;product
199f1d8291f910b091532bed89e4fde4;1998-04-17;13:51:12;30;p_info
199f1d8291f910b091532bed89e4fde4;1998-04-17;13:51:25;31;product
199f1d8291f910b091532bed89e4fde4;1998-04-17;13:51:25;32;end_session
19a9eb48c021ae38503ce9671fd07531;1997-12-29;10:29:15;0;start_session
19a9eb48c021ae38503ce9671fd07531;1997-12-29;10:29:15;1;home
19a9eb48c021ae38503ce9671fd07531;1997-12-29;10:38:32;2;home
19a9eb48c021ae38503ce9671fd07531;1997-12-29;10:38:40;3;catalog
19a9eb48c021ae38503ce9671fd07531;1997-12-29;10:38:46;4;program
19a9eb48c021ae38503ce9671fd07531;1997-12-29;11:02:49;5;login
19a9eb48c021ae38503ce9671fd07531;1997-12-29;11:03:04;6;logpost
19a9eb48c021ae38503ce9671fd07531;1997-12-29;11:03:10;7;register
19a9eb48c021ae38503ce9671fd07531;1997-12-29;11:04:37;8;catalog
19a9eb48c021ae38503ce9671fd07531;1997-12-29;11:04:42;9;program
19a9eb48c021ae38503ce9671fd07531;1997-12-29;11:04:53;10;product
19a9eb48c021ae38503ce9671fd07531;1997-12-29;11:40:35;11;home
19a9eb48c021ae38503ce9671fd07531;1997-12-29;11:40:53;12;catalog
19a9eb48c021ae38503ce9671fd07531;1997-12-29;11:40:57;13;program
19a9eb48c021ae38503ce9671fd07531;1997-12-29;11:41:02;14;product
19a9eb48c021ae38503ce9671fd07531;1997-12-29;11:41:33;15;program
19a9eb48c021ae38503ce9671fd07531;1997-12-29;11:41:45;16;home
19a9eb48c021ae38503ce9671fd07531;1997-12-29;11:41:45;17;end_session
19f2ad3c90178b9ab10d9861fd6a77ef;1998-11-03;16:59:11;0;start_session
19f2ad3c90178b9ab10d9861fd6a77ef;1998-11-03;16:59:11;1;product
19f2ad3c90178b9ab10d9861fd6a77ef;1998-11-03;17:11:04;2;addcart
19f2ad3c90178b9ab10d9861fd6a77ef;1998-11-03;17:12:49;3;home
19f2ad3c90178b9ab10d9861fd6a77ef;1998-11-03;17:18:45;4;product
19f2ad3c90178b9ab10d9861fd6a77ef;1998-11-03;17:19:24;5;addcart
19f2ad3c90178b9ab10d9861fd6a77ef;1998-11-03;17:20:30;6;modifycart
19f2ad3c90178b9ab10d9861fd6a77ef;1998-11-03;17:21:41;7;freeze
19f2ad3c90178b9ab10d9861fd6a77ef;1998-11-03;17:21:48;8;login
19f2ad3c90178b9ab10d9861fd6a77ef;1998-11-03;17:22:14;9;logpost
19f2ad3c90178b9ab10d9861fd6a77ef;1998-11-03;17:22:33;10;home
19f2ad3c90178b9ab10d9861fd6a77ef;1998-11-03;17:22:37;11;product
19f2ad3c90178b9ab10d9861fd6a77ef;1998-11-03;17:23:24;12;addcart
19f2ad3c90178b9ab10d9861fd6a77ef;1998-11-03;17:23:58;13;modifycart
19f2ad3c90178b9ab10d9861fd6a77ef;1998-11-03;17:24:50;14;freeze
19f2ad3c90178b9ab10d9861fd6a77ef;1998-11-03;17:26:25;15;pay_req
19f2ad3c90178b9ab10d9861fd6a77ef;1998-11-03;17:35:21;16;pay_res
19f2ad3c90178b9ab10d9861fd6a77ef;1998-11-03;17:35:52;17;shelf
19f2ad3c90178b9ab10d9861fd6a77ef;1998-11-03;17:37:47;18;download
19f2ad3c90178b9ab10d9861fd6a77ef;1998-11-03;17:39:17;19;shelf
19f2ad3c90178b9ab10d9861fd6a77ef;1998-11-03;17:39:53;20;download
19f2ad3c90178b9ab10d9861fd6a77ef;1998-11-03;17:40:45;21;download
19f2ad3c90178b9ab10d9861fd6a77ef;1998-11-03;17:40:45;22;end_session
1a0b56882673d20bf0fd382e991c93b4;1998-10-15;11:08:44;0;start_session
1a0b56882673d20bf0fd382e991c93b4;1998-10-15;11:08:44;1;logpost
1a0b56882673d20bf0fd382e991c93b4;1998-10-15;11:09:04;2;catalog
1a0b56882673d20bf0fd382e991c93b4;1998-10-15;11:09:14;3;program
1a0b56882673d20bf0fd382e991c93b4;1998-10-15;11:09:23;4;product
1a0b56882673d20bf0fd382e991c93b4;1998-10-15;11:09:59;5;addcart
1a0b56882673d20bf0fd382e991c93b4;1998-10-15;11:10:24;6;freeze
1a0b56882673d20bf0fd382e991c93b4;1998-10-15;11:11:10;7;pay_req
1a0b56882673d20bf0fd382e991c93b4;1998-10-15;11:15:10;8;pay_res
1a0b56882673d20bf0fd382e991c93b4;1998-10-15;11:15:22;9;shelf
1a0b56882673d20bf0fd382e991c93b4;1998-10-15;11:16:31;10;download
1a0b56882673d20bf0fd382e991c93b4;1998-10-15;11:53:38;11;download
1a0b56882673d20bf0fd382e991c93b4;1998-10-15;11:53:38;12;end_session
1a86c2da62fa413ee762fb2ef67757bb;1998-11-17;15:39:58;0;start_session
1a86c2da62fa413ee762fb2ef67757bb;1998-11-17;15:39:58;1;home
1a86c2da62fa413ee762fb2ef67757bb;1998-11-17;15:41:51;2;program
1a86c2da62fa413ee762fb2ef67757bb;1998-11-17;15:42:12;3;product
1a86c2da62fa413ee762fb2ef67757bb;1998-11-17;15:42:50;4;p_info
1a86c2da62fa413ee762fb2ef67757bb;1998-11-17;15:43:09;5;product
1a86c2da62fa413ee762fb2ef67757bb;1998-11-17;15:43:22;6;p_info
1a86c2da62fa413ee762fb2ef67757bb;1998-11-17;16:36:59;7;product
1a86c2da62fa413ee762fb2ef67757bb;1998-11-17;16:36:59;8;end_session
1ab8685fc9f33dd3de344dcaea48b599;1997-11-17;12:58:12;0;start_session
1ab8685fc9f33dd3de344dcaea48b599;1997-11-17;12:58:12;1;product
1ab8685fc9f33dd3de344dcaea48b599;1997-11-17;12:58:29;2;addcart
1ab8685fc9f33dd3de344dcaea48b599;1997-11-17;12:58:41;3;login
1ab8685fc9f33dd3de344dcaea48b599;1997-11-17;12:58:51;4;logpost
1ab8685fc9f33dd3de344dcaea48b599;1997-11-17;12:58:58;5;program
1ab8685fc9f33dd3de344dcaea48b599;1997-11-17;12:59:06;6;product
1ab8685fc9f33dd3de344dcaea48b599;1997-11-17;12:59:20;7;addcart
1ab8685fc9f33dd3de344dcaea48b599;1997-11-17;12:59:27;8;freeze
1ab8685fc9f33dd3de344dcaea48b599;1997-11-17;12:59:32;9;pay_req
1ab8685fc9f33dd3de344dcaea48b599;1997-11-17;13:30:07;10;pay_res
1ab8685fc9f33dd3de344dcaea48b599;1997-11-17;13:30:13;11;cart
1ab8685fc9f33dd3de344dcaea48b599;1997-11-17;13:30:18;12;freeze
1ab8685fc9f33dd3de344dcaea48b599;1997-11-17;13:30:24;13;pay_req
1ab8685fc9f33dd3de344dcaea48b599;1997-11-17;13:31:42;14;pay_res
1ab8685fc9f33dd3de344dcaea48b599;1997-11-17;13:31:49;15;cart
1ab8685fc9f33dd3de344dcaea48b599;1997-11-17;13:32:04;16;freeze
1ab8685fc9f33dd3de344dcaea48b599;1997-11-17;13:32:10;17;pay_req
1ab8685fc9f33dd3de344dcaea48b599;1997-11-17;13:34:09;18;pay_res
1ab8685fc9f33dd3de344dcaea48b599;1997-11-17;13:34:20;19;cart
1ab8685fc9f33dd3de344dcaea48b599;1997-11-17;13:34:29;20;freeze
1ab8685fc9f33dd3de344dcaea48b599;1997-11-17;13:36:05;21;pay_req
1ab8685fc9f33dd3de344dcaea48b599;1997-11-17;13:42:18;22;pay_res
1ab8685fc9f33dd3de344dcaea48b599;1997-11-17;13:42:56;23;cart
1ab8685fc9f33dd3de344dcaea48b599;1997-11-17;13:43:16;24;freeze
1ab8685fc9f33dd3de344dcaea48b599;1997-11-17;13:43:50;25;pay_req
1ab8685fc9f33dd3de344dcaea48b599;1997-11-17;13:43:50;26;end_session
1ade493a3e69880a438bcd74bd94d1e8;1999-05-06;13:04:19;0;start_session
1ade493a3e69880a438bcd74bd94d1e8;1999-05-06;13:04:19;1;program
1ade493a3e69880a438bcd74bd94d1e8;1999-05-06;13:04:45;2;product
1ade493a3e69880a438bcd74bd94d1e8;1999-05-06;13:04:50;3;p_info
1ade493a3e69880a438bcd74bd94d1e8;1999-05-06;13:05:29;4;product
1ade493a3e69880a438bcd74bd94d1e8;1999-05-06;13:05:32;5;p_info
1ade493a3e69880a438bcd74bd94d1e8;1999-05-06;13:06:16;6;product
1ade493a3e69880a438bcd74bd94d1e8;1999-05-06;13:06:19;7;p_info
1ade493a3e69880a438bcd74bd94d1e8;1999-05-06;13:06:39;8;product
1ade493a3e69880a438bcd74bd94d1e8;1999-05-06;13:06:42;9;p_info
1ade493a3e69880a438bcd74bd94d1e8;1999-05-06;13:12:36;10;login
1ade493a3e69880a438bcd74bd94d1e8;1999-05-06;13:12:52;11;logpost
1ade493a3e69880a438bcd74bd94d1e8;1999-05-06;13:12:56;12;catalog
1ade493a3e69880a438bcd74bd94d1e8;1999-05-06;13:13:14;13;program
1ade493a3e69880a438bcd74bd94d1e8;1999-05-06;13:13:17;14;product
1ade493a3e69880a438bcd74bd94d1e8;1999-05-06;13:13:26;15;addcart
1ade493a3e69880a438bcd74bd94d1e8;1999-05-06;13:13:32;16;freeze
1ade493a3e69880a438bcd74bd94d1e8;1999-05-06;13:13:41;17;pay_req
1ade493a3e69880a438bcd74bd94d1e8;1999-05-06;13:14:31;18;pay_res
1ade493a3e69880a438bcd74bd94d1e8;1999-05-06;13:54:57;19;login
1ade493a3e69880a438bcd74bd94d1e8;1999-05-06;13:55:00;20;logout
1ade493a3e69880a438bcd74bd94d1e8;1999-05-06;13:55:00;21;end_session
1afcee31182cbfe0a15ea3c00a00d858;1999-05-14;09:54:56;0;start_session
1afcee31182cbfe0a15ea3c00a00d858;1999-05-14;09:54:56;1;home
1afcee31182cbfe0a15ea3c00a00d858;1999-05-14;09:55:06;2;result
1afcee31182cbfe0a15ea3c00a00d858;1999-05-14;09:55:17;3;product
1afcee31182cbfe0a15ea3c00a00d858;1999-05-14;09:55:27;4;addcart
1afcee31182cbfe0a15ea3c00a00d858;1999-05-14;09:56:34;5;freeze
1afcee31182cbfe0a15ea3c00a00d858;1999-05-14;09:56:37;6;login
1afcee31182cbfe0a15ea3c00a00d858;1999-05-14;09:56:44;7;logpost
1afcee31182cbfe0a15ea3c00a00d858;1999-05-14;09:56:48;8;cart
1afcee31182cbfe0a15ea3c00a00d858;1999-05-14;09:56:58;9;freeze
1afcee31182cbfe0a15ea3c00a00d858;1999-05-14;09:57:26;10;pay_req
1afcee31182cbfe0a15ea3c00a00d858;1999-05-14;10:08:11;11;pay_res
1afcee31182cbfe0a15ea3c00a00d858;1999-05-14;10:08:14;12;freeze
1afcee31182cbfe0a15ea3c00a00d858;1999-05-14;10:14:26;13;home
1afcee31182cbfe0a15ea3c00a00d858;1999-05-14;10:14:33;14;cart
1afcee31182cbfe0a15ea3c00a00d858;1999-05-14;10:14:37;15;freeze
1afcee31182cbfe0a15ea3c00a00d858;1999-05-14;10:14:46;16;pay_req
1afcee31182cbfe0a15ea3c00a00d858;1999-05-14;10:17:15;17;pay_res
1afcee31182cbfe0a15ea3c00a00d858;1999-05-14;10:35:23;18;cart
1afcee31182cbfe0a15ea3c00a00d858;1999-05-14;10:35:26;19;catalog
1afcee31182cbfe0a15ea3c00a00d858;1999-05-14;10:35:44;20;result
1afcee31182cbfe0a15ea3c00a00d858;1999-05-14;10:35:52;21;product
1afcee31182cbfe0a15ea3c00a00d858;1999-05-14;10:36:00;22;addcart
1afcee31182cbfe0a15ea3c00a00d858;1999-05-14;10:36:04;23;shelf
1afcee31182cbfe0a15ea3c00a00d858;1999-05-14;10:36:13;24;cart
1afcee31182cbfe0a15ea3c00a00d858;1999-05-14;10:36:16;25;freeze
1afcee31182cbfe0a15ea3c00a00d858;1999-05-14;10:36:27;26;pay_req
1afcee31182cbfe0a15ea3c00a00d858;1999-05-14;10:38:05;27;pay_res
1afcee31182cbfe0a15ea3c00a00d858;1999-05-14;10:38:05;28;end_session
1aff5f8d6a69a9feebdf4b8f4b3c2adb;1999-03-24;16:17:50;0;start_session
1aff5f8d6a69a9feebdf4b8f4b3c2adb;1999-03-24;16:17:50;1;home
1aff5f8d6a69a9feebdf4b8f4b3c2adb;1999-03-24;16:18:35;2;home
1aff5f8d6a69a9feebdf4b8f4b3c2adb;1999-03-24;16:19:44;3;login
1aff5f8d6a69a9feebdf4b8f4b3c2adb;1999-03-24;16:20:24;4;logpost
1aff5f8d6a69a9feebdf4b8f4b3c2adb;1999-03-24;16:20:37;5;shelf
1aff5f8d6a69a9feebdf4b8f4b3c2adb;1999-03-24;16:22:31;6;download
1aff5f8d6a69a9feebdf4b8f4b3c2adb;1999-03-24;17:13:10;7;login
1aff5f8d6a69a9feebdf4b8f4b3c2adb;1999-03-24;17:13:52;8;logout
1aff5f8d6a69a9feebdf4b8f4b3c2adb;1999-03-24;17:13:52;9;end_session
1b22c2e89a51d4f2fff0af5ef988bb19;1998-05-15;15:08:20;0;start_session
1b22c2e89a51d4f2fff0af5ef988bb19;1998-05-15;15:08:20;1;product
1b22c2e89a51d4f2fff0af5ef988bb19;1998-05-15;15:16:03;2;p_info
